下着,下着[したぎ],したぎ,underwear,[sound:60e32aef4edd44b2f7f886fbfc85640b.mp3],Noun,,私は<b>下着</b>を手で洗う。,私[わたし]は<b> 下着[したぎ]</b>を 手[て]で 洗[あら]う。,わたし は <b>したぎ</b> を て で あらう,I wash my underwear by hand.,私[わたし]は<b>（　）</b>を 手[て]で 洗[あら]う。,[sound:092ba44a76c30cf2ea3641e970d06e2e.mp3],"<img src=""28eec7457c4c85774ecc9b982a23cedf.jpg"" />",Core 2000 Step 07 - 159,1359,990,1281,
パスポート,パスポート,パスポート,passport,[sound:4eb590e78e47b5ec060570cee0f8f793.mp3],Noun,,<b>パスポート</b>が見つからない。,<b>パスポート</b>が 見[み]つからない。,<b>ぱすぽーと</b> が みつからない,I can't find my passport.,<b>（　）</b>が 見[み]つからない。,[sound:2f0e1629e230f660a7994bafaeed82e9.mp3],"<img src=""231c14a3f0910c32044ed02cb00f89b9.jpg"" />",Core 2000 Step 07 - 078,1278,991,494,
上着,上着[うわぎ],うわぎ,"coat, jacket",[sound:96ccdf7e11f4e67a5381e4256488b3dd.mp3],Noun,,暑いので<b>上着</b>を脱ぎました。,暑[あつ]いので<b> 上着[うわぎ]</b>を 脱[ぬ]ぎました。,あつい の で <b>うわぎ</b> を ぬぎました,I took my jacket off because it was hot.,暑[あつ]いので<b>（　）</b>を 脱[ぬ]ぎました。,[sound:294f73b20aaaaef9e35cdd499f6c94c4.mp3],"<img src=""6fdfb98367cc99f92f031a92306cb33a.jpg"" />",Core 2000 Step 08 - 081,1481,992,770,
着せる,着[き]せる,きせる,"dress, put on clothes",[sound:fc0def9976f128193fb45cfee058da56.mp3],Verb,,娘に可愛いドレスを<b>着せた</b>。,娘[むすめ]に 可愛[かわい]いドレスを<b> 着[き]せた</b>。,むすめ に かわいい どれす を <b>きせた</b>,I dressed my daughter in a cute dress.,娘[むすめ]に 可愛[かわい]いドレスを<b>（　）</b>。,[sound:e22f34a39b0c29d2524e7038e20d6a10.mp3],"<img src=""cc8d702542d56a808ce181b96908206b.jpg"" />",Core 2000 Step 08 - 139,1539,993,1524,
脱ぐ,脱[ぬ]ぐ,ぬぐ,"remove clothes, take off",[sound:f203106b7077c2dbdbffa7fee627e316.mp3],Verb,,靴を<b>脱いで</b>ください。,靴[くつ]を<b> 脱[ぬ]いで</b>ください。,くつ を <b>ぬいで</b> ください,Please take off your shoes.,靴[くつ]を<b>（　）</b>ください。,[sound:5a8dac78e8335bfd5aebefbfb5212a0b.mp3],"<img src=""fa0419efcceed42cbaaad6e468f136cf.jpg"" />",Core 2000 Step 08 - 051,1451,994,1960,
立場,立場[たちば],たちば,"standpoint, position",[sound:8d1c2c5fc238df3b48102cfe972226e6.mp3],Noun,,彼女は自分の<b>立場</b>を分かっていない。,彼女[かのじょ]は 自分[じぶん]の<b> 立場[たちば]</b>を 分[わ]かっていない。,かのじょ は じぶん の <b>たちば</b> を わかって いない,She doesn't understand her position.,彼女[かのじょ]は 自分[じぶん]の<b>（　）</b>を 分[わ]かっていない。,[sound:3f3e19274945d1b6a77a11bd8342991d.mp3],"<img src=""882ad453b52abb7cf45a8e16c6692340.jpg"" />",Core 2000 Step 03 - 170,570,995,1039,
バッグ,バッグ,バッグ,bag,[sound:5125047ce204eff2f2aae252993c2dca.mp3],Noun,,私は黒い<b>バッグ</b>を持っています。,私[わたし]は 黒[くろ]い<b>バッグ</b>を 持[も]っています。,わたし は くろい <b>ばっぐ</b> を もって います,I have a black bag.,私[わたし]は 黒[くろ]い<b>（　）</b>を 持[も]っています。,[sound:e97a8298415b4a609d33d40373fabedf.mp3],"<img src=""3aaaa82e3f761377332132c53c9a4d22.jpg"" />",Core 2000 Step 07 - 079,1279,996,657,
目立つ,目立[めだ]つ,めだつ,stands out,[sound:faa0d17be0e52ad2ba62f07aa2cf7de6.mp3],Verb,,彼女の大きな帽子はとても<b>目立つ</b>。,彼女[かのじょ]の 大[おお]きな 帽子[ぼうし]はとても<b> 目立[めだ]つ</b>。,かのじょ の おおき な ぼうし は とても <b>めだつ</b>,Her big hat really stands out.,彼女[かのじょ]の 大[おお]きな 帽子[ぼうし]はとても<b>（　）</b>。,[sound:3d80b9f49eeace5018e98c787051c79a.mp3],"<img src=""6999efbeadd5fabe6abf861450302715.jpg"" />",Core 2000 Step 03 - 185,585,997,1886,
立てる,立[た]てる,たてる,set up,[sound:b7dfeca16ee04b41f7461afd6da3e322.mp3],Verb,,彼はケーキにろうそくを<b>立てた</b>。,彼[かれ]はケーキにろうそくを<b> 立[た]てた</b>。,かれ は けーき に ろうそく を <b>たてた</b>,He stuck the candles into the cake.,彼[かれ]はケーキにろうそくを<b>（　）</b>。,[sound:0e1e6223615ea47515053ddb1e95710e.mp3],"<img src=""a0a7dfa9a24d72c0dbc4e2353f0a193c.jpg"" />",Core 2000 Step 05 - 058,858,998,969,
役に立つ,役[やく]に 立[た]つ,やくにたつ,"be useful, be helpful",[sound:6806eea2b63234ac4729e36066a39a07.mp3],Verb,,私は人々の<b>役に立ちたい</b>と思っています。,私[わたし]は 人々[ひとびと]の<b> 役[やく]に 立[た]ちたい</b>と 思[おも]っています。,わたし は ひとびと の <b>やくにたちたい</b> と おもって います,I want to be of service to others.,私[わたし]は 人々[ひとびと]の<b>（　）</b>と 思[おも]っています。,[sound:d6fbb4c2818754a62dc20976a80d9c27.mp3],"<img src=""d514174d693b960da33089ce0abc0dce.jpg"" />",Core 2000 Step 08 - 055,1455,999,771,
出席,出席[しゅっせき],しゅっせき,attend,[sound:6d885c177036b1cb1da9895340ed78ee.mp3],Verbal Noun,,午後は会議に<b>出席</b>します。,午後[ごご]は 会議[かいぎ]に<b> 出席[しゅっせき]</b>します。,ごご は かいぎ に <b>しゅっせき</b> します,I'll attend a meeting in the afternoon.,午後[ごご]は 会議[かいぎ]に<b>（　）</b>します。,[sound:9167518db1fb5f795cd1c08815e27eb6.mp3],"<img src=""86e5fa94dd7d613691ff3d9b23a1df04.jpg"" />",Core 2000 Step 04 - 171,771,1000,1056,
ゴム,ゴム,ゴム,elastic,[sound:04199cfb63f62947fe8529b18c395dab.mp3],Noun,,<b>ゴム</b>が伸びてしまった。,<b>ゴム</b>が 伸[の]びてしまった。,<b>ごむ</b> が のびて しまった,The elastic has gone loose.,<b>（　）</b>が 伸[の]びてしまった。,[sound:72c3f2bccd29e30300f3fc7ff34817ac.mp3],"<img src=""cfc6ca77fc80cc040de785ca6ba2ce22.jpg"" />",Core 2000 Step 07 - 082,1282,1001,1477,
席,席[せき],せき,"seat, one's place",[sound:3a94015b4f5e7c258fed4eae4783e48e.mp3],Noun,,この<b>席</b>、空いてますか。,この<b> 席[せき]</b>、 空[あ]いてますか。,この <b>せき</b> あいてます か,Is this seat free?,この<b>（　）</b>、 空[あ]いてますか。,[sound:b346ecdcc77bef733bf77015e192bafe.mp3],"<img src=""dbfcde720c4fca5d33aa8f1461d43366.jpg"" />",Core 2000 Step 05 - 089,889,1002,772,
欠席,欠席[けっせき],けっせき,absent,[sound:4297955046ede917583b67da9e5f255e.mp3],Verbal Noun,,風邪のため今日は<b>欠席</b>します。,風邪[かぜ]のため 今日[きょう]は<b> 欠席[けっせき]</b>します。,かぜ の ため きょう は <b>けっせき</b> します,I'll be absent today because of a cold.,風邪[かぜ]のため 今日[きょう]は<b>（　）</b>します。,[sound:60015bc4cdf8d4c49e9d59998579a8fa.mp3],"<img src=""c2f2d63ee395fb17372ec2bd0fffce26.jpg"" />",Core 2000 Step 07 - 018,1218,1003,1918,leech
次男,次男[じなん],じなん,second son,[sound:340e344df11a8a43078ea4af31ef0492.mp3],Noun,,<b>次男</b>は今、海外にいます。,<b> 次男[じなん]</b>は 今[いま]、 海外[かいがい]にいます。,<b>じなん</b> は いま かいがい に います,My second son is abroad now.,<b>（　）</b>は 今[いま]、 海外[かいがい]にいます。,[sound:d70c1c513afb38a5bf91bfc999140768.mp3],"<img src=""c5a5f24ad307c79d0db779f4c6649d89.jpg"" />",Core 2000 Step 07 - 099,1299,1004,777,
次女,次女[じじょ],じじょ,second daughter,[sound:cad26d4552894a63c604c81833535917.mp3],Noun,,うちの<b>次女</b>は春から中学生です。,うちの<b> 次女[じじょ]</b>は 春[はる]から 中学生[ちゅうがくせい]です。,うち の <b>じじょ</b> は はる から ちゅうがくせい です,Our second daughter is going into junior high this spring.,うちの<b>（　）</b>は 春[はる]から 中学生[ちゅうがくせい]です。,[sound:2885016bb75b84c9b29b0ff6019e515b.mp3],"<img src=""7606f78739a8b7214c0033b9b4645b9e.jpg"" />",Core 2000 Step 07 - 116,1316,1005,778,
ギター,ギター,ギター,guitar,[sound:0bda1a15bbb4bcb25ea6ae8289c4ab4f.mp3],Noun,,彼女は<b>ギター</b>が得意です。,彼女[かのじょ]は<b>ギター</b>が 得意[とくい]です。,かのじょ は <b>ぎたー</b> が とくい です,She's good at the guitar.,彼女[かのじょ]は<b>（　）</b>が 得意[とくい]です。,[sound:b5caec18f901b835524649e636103e62.mp3],"<img src=""f0a8e3f4699ea22e9a3da380aae79ddf.jpg"" />",Core 2000 Step 07 - 091,1291,1006,1561,
運ぶ,運[はこ]ぶ,はこぶ,"carry, transport",[sound:fb566c584052f1ee9b083d6a4ab402f2.mp3],Verb,,いすを二階に<b>運んで</b>ください。,いすを 二階[にかい]に<b> 運[はこ]んで</b>ください。,いす を にかい に <b>はこんで</b> ください,Please carry the chair to the second floor.,いすを 二階[にかい]に<b>（　）</b>ください。,[sound:c3c17133ba737d935aa635ec7e58a618.mp3],"<img src=""6b0a008bb7f4ece1bf735a5ca9509b5c.jpg"" />",Core 2000 Step 04 - 161,761,1007,780,leech
運転,運転[うんてん],うんてん,drive,[sound:ba46352b13649cb001faf168c4798139.mp3],Verbal Noun,,父は安全<b>運転</b>だ。,父[ちち]は 安全[あんぜん]<b> 運転[うんてん]</b>だ。,ちち は あんぜん <b>うんてん</b> だ,My father drives safely.,父[ちち]は 安全[あんぜん]<b>（　）</b>だ。,[sound:5bff858d80160810f18ede2a9baf5bca.mp3],"<img src=""cc5cc46acf6b4fa4f1451c17c0cf334d.jpg"" />",Core 2000 Step 05 - 047,847,1008,891,
運転手,運転手[うんてんしゅ],うんてんしゅ,driver,[sound:1257a23cd4b91e67bf5feb848b518f1e.mp3],Noun,,彼はタクシーの<b>運転手</b>です。,彼[かれ]はタクシーの<b> 運転手[うんてんしゅ]</b>です。,かれ は たくしー の <b>うんてんしゅ</b> です,He's a taxi driver.,彼[かれ]はタクシーの<b>（　）</b>です。,[sound:6e886f9157114858c2ed812358732230.mp3],"<img src=""85fa94178c52878e925daed213f19000.jpg"" />",Core 2000 Step 06 - 026,1026,1009,978,
転ぶ,転[ころ]ぶ,ころぶ,fall down,[sound:55e0ae4689429690fb4c5741006d56c3.mp3],Verb,,お祖母ちゃんがお風呂場で<b>転んだ</b>。,お 祖母[ばあ]ちゃんがお 風呂場[ふろば]で<b> 転[ころ]んだ</b>。,おばあちゃん が おふろば で <b>ころんだ</b>,My grandma fell down in the bathroom.,お 祖母[ばあ]ちゃんがお 風呂場[ふろば]で<b>（　）</b>。,[sound:520db248aef32a43c23ec033758aecfc.mp3],"<img src=""c5304abf5d786e07a4b1c8db8b526131.jpg"" />",Core 2000 Step 08 - 155,1555,1010,1923,leech
セーター,セーター,セーター,"sweater, pullover",[sound:1385787f125e396ee0866e2f825f7d2c.mp3],Noun,,この<b>セーター</b>はウールだ。,この<b>セーター</b>はウールだ。,この <b>せーたー</b> は うーる だ,This sweater is made of wool.,この<b>（　）</b>はウールだ。,[sound:000e582f8c011bbffa2feccee1239059.mp3],"<img src=""7dacdb03f2c731a4c4377717bc25496c.jpg"" />",Core 2000 Step 07 - 100,1300,1011,1292,
移る,移[うつ]る,うつる,"move, shift",[sound:9c7812a456891bb040bdb48dad42c49c.mp3],Verb,,彼女は新しい会社に<b>移った</b>。,彼女[かのじょ]は 新[あたら]しい 会社[かいしゃ]に<b> 移[うつ]った</b>。,かのじょ は あたらしい かいしゃ に <b>うつった</b>,She moved to a new company.,彼女[かのじょ]は 新[あたら]しい 会社[かいしゃ]に<b>（　）</b>。,[sound:fb764512abbccaab295ce8414ac6702c.mp3],"<img src=""00ee3ed7ae2e5d6e217fea6ba6d3def8.jpg"" />",Core 2000 Step 04 - 200,800,1012,963,
移す,移[うつ]す,うつす,"move, shift, transfer",[sound:a1f04c73fbc0f41ac069390a4dd0327f.mp3],Verb,,机を窓の傍に<b>移しました</b>。,机[つくえ]を 窓[まど]の 傍[そば]に<b> 移[うつ]しました</b>。,つくえ を まど の そば に <b>うつしました</b>,I moved the desk near the window.,机[つくえ]を 窓[まど]の 傍[そば]に<b>（　）</b>。,[sound:67e2cc200c04c83df6e48e65fdd2df69.mp3],"<img src=""e8bdf78b24616daeb1614c0d2864ff9b.jpg"" />",Core 2000 Step 05 - 072,872,1013,1845,
動き,動[うご]き,うごき,"movement, motion",[sound:3dbfffb9aaa4e25518db56f25c063574.mp3],Noun,,まず相手の<b>動き</b>を見ましょう。,まず 相手[あいて]の<b> 動[うご]き</b>を 見[み]ましょう。,まず あいて の <b>うごき</b> を みましょう,"First, watch your opponent's moves.",まず 相手[あいて]の<b>（　）</b>を 見[み]ましょう。,[sound:8ce10c6ec50ec2d657a640b6c9938ace.mp3],"<img src=""f541b585779ee90bb0a5f5ca50d002af.jpg"" />",Core 2000 Step 03 - 066,466,1014,1167,
運動,運動[うんどう],うんどう,exercise,[sound:4538e469367c2bb64f92d282d50ad33f.mp3],Verbal Noun,,彼はもっと<b>運動</b>した方がいい。,彼[かれ]はもっと<b> 運動[うんどう]</b>した 方[ほう]がいい。,かれ は もっと <b>うんどう</b> した ほう が いい,He should exercise more.,彼[かれ]はもっと<b>（　）</b>した 方[ほう]がいい。,[sound:57c27c1c1fcca385c1908f39cc0af1c0.mp3],"<img src=""eac3d1b7dec9c5c7b99f378960d69a78.jpg"" />",Core 2000 Step 04 - 008,608,1015,950,
やっぱり,やっぱり,やっぱり,"just as I thought, after all",[sound:c4e1a9eb0936ed1c3aa2885dfe489d4c.mp3],Adverb,,<b>やっぱり</b>旅が大好きだ。,<b>やっぱり</b> 旅[たび]が 大好[だいす]きだ。,<b>やっぱり</b> たび が だいすき だ,I just love to travel.,<b>（　）</b> 旅[たび]が 大好[だいす]きだ。,[sound:b31805a127db22868e2388a32ffa0b30.mp3],"<img src=""7a0b389c517ba3575bec9ab63d153f9f.jpg"" />",Core 2000 Step 07 - 106,1306,1016,874,
活動,活動[かつどう],かつどう,activity,[sound:a35c4659450c0c488694a6d614dbe1cf.mp3],Verbal Noun,,彼は地域の<b>活動</b>に参加した。,彼[かれ]は 地域[ちいき]の<b> 活動[かつどう]</b>に 参加[さんか]した。,かれ は ちいき の <b>かつどう</b> に さんか した,He took part in local activities.,彼[かれ]は 地域[ちいき]の<b>（　）</b>に 参加[さんか]した。,[sound:3c7b21e26e368eebf5a26877d2203fd4.mp3],"<img src=""69e319de725f421bad6b586bc8c4d96d.jpg"" />",Core 2000 Step 04 - 092,692,1017,1547,
動物,動物[どうぶつ],どうぶつ,animal,[sound:2030b1d7b2b72db76780f8b45882af73.mp3],Noun,,私は<b>動物</b>が大好きです。,私[わたし]は<b> 動物[どうぶつ]</b>が 大好[だいす]きです。,わたし は <b>どうぶつ</b> が だいすき です,I love animals.,私[わたし]は<b>（　）</b>が 大好[だいす]きです。,[sound:99516f583d9e5803a17d2e2cea65393b.mp3],"<img src=""a5ffe9ee2bff99e61ed55f889503d2b1.jpg"" />",Core 2000 Step 04 - 193,793,1018,784,
動かす,動[うご]かす,うごかす,"move, operate",[sound:07f12e3fa40c420956e8e7dfbe908e07.mp3],Verb,,部屋の家具を<b>動かしました</b>。,部屋[へや]の 家具[かぐ]を<b> 動[うご]かしました</b>。,へや の かぐ を <b>うごかしました</b>,I moved the furniture in the room.,部屋[へや]の 家具[かぐ]を<b>（　）</b>。,[sound:b0979be01880a85b1ba736231eff1001.mp3],"<img src=""58187b4b5dee9cd779f07ee2ec9d88a4.jpg"" />",Core 2000 Step 05 - 086,886,1019,1108,
不動産屋,不動産屋[ふどうさんや],ふどうさんや,"real estate agent, realtor",[sound:0251381a8c581b6f5ba68f03824636ac.mp3],Noun,,私の父は<b>不動産屋</b>です。,私[わたし]の 父[ちち]は<b> 不動産屋[ふどうさんや]</b>です。,わたし の ちち は <b>ふどうさんや</b> です,My father's a real estate agent.,私[わたし]の 父[ちち]は<b>（　）</b>です。,[sound:d606c7de3f6aed9fca18bbfcc26dd64a.mp3],"<img src=""d5915d1c7b1f0f5efc365f0c4c1d6f7f.jpg"" />",Core 2000 Step 10 - 198,1998,1020,896,
カーテン,カーテン,カーテン,curtain,[sound:f81ac82afe0df69ec4c493867d390a48.mp3],Noun,,朝、<b>カーテン</b>を開けた。,朝[あさ]、<b>カーテン</b>を 開[あ]けた。,あさ <b>かーてん</b> を あけた,I opened the curtains in the morning.,朝[あさ]、<b>（　）</b>を 開[あ]けた。,[sound:d508bbbb1ee32b933f8b792ce45806b6.mp3],"<img src=""ba0a295967dba2f7e77a26b36e098206.jpg"" />",Core 2000 Step 07 - 111,1311,1021,465,
早く,早[はや]く,はやく,"early, soon",[sound:4554030f22c075ac0757d7d65653deb4.mp3],Adverb,,なるべく<b>早く</b>来て下さい。,なるべく<b> 早[はや]く</b> 来[き]て 下[くだ]さい。,なるべく <b>はやく</b> きて ください,Please come as early as possible.,なるべく<b>（　）</b> 来[き]て 下[くだ]さい。,[sound:40eb26711c766f79df0dab168823a30c.mp3],"<img src=""abf8aba6b606d36500aad31e214a0bd8.jpg"" />",Core 2000 Step 05 - 045,845,1022,785,
早口,早口[はやくち],はやくち,fast talking,[sound:ff2bbaccd0c8a04a5dcb0b037ea24589.mp3],Noun,,彼女は<b>早口</b>だ。,彼女[かのじょ]は<b> 早口[はやくち]</b>だ。,かのじょ は <b>はやくち</b> だ,She talks quickly.,彼女[かのじょ]は<b>（　）</b>だ。,[sound:b949e9250e6701f9e00f53b7accce60a.mp3],"<img src=""47df15c5eaf6c03f5c0f765378ad3fe3.jpg"" />",Core 2000 Step 08 - 193,1593,1023,1012,
速さ,速[はや]さ,はやさ,speed,[sound:33f2c8c0588020a0929b594b45027628.mp3],Noun,,新幹線の<b>速さ</b>はどれ位ですか。,新幹線[しんかんせん]の<b> 速[はや]さ</b>はどれ 位[くらい]ですか。,しんかんせん の <b>はやさ</b> は どれ くらい です か,How fast is the bullet train?,新幹線[しんかんせん]の<b>（　）</b>はどれ 位[くらい]ですか。,[sound:e24d7846d5ba68c69bc246cad8212af8.mp3],"<img src=""c65b5a93e6e28e79a2554cc156767bdf.jpg"" />",Core 2000 Step 07 - 022,1222,1024,1572,
速達,速達[そくたつ],そくたつ,"special delivery, express mail",[sound:485df3de5d6c5b908c4b4390c7989c17.mp3],Noun,,これを<b>速達</b>で送りたいのですが。,これを<b> 速達[そくたつ]</b>で 送[おく]りたいのですが。,これ を <b>そくたつ</b> で おくりたい の です が,I want to send this by express delivery.,これを<b>（　）</b>で 送[おく]りたいのですが。,[sound:f30013f35c22c839b5ad9868a873ffa3.mp3],"<img src=""94ea80dcbc03993f7b7503eefcfdee8a.jpg"" />",Core 2000 Step 09 - 132,1732,1025,786,leech
シャツ,シャツ,シャツ,shirt,[sound:9c8bb736909aec931a6fdf0648f2282c.mp3],Noun,,この<b>シャツ</b>はアイロンが必要だ。,この<b>シャツ</b>はアイロンが 必要[ひつよう]だ。,この <b>しゃつ</b> は あいろん が ひつよう だ,This shirt needs ironing.,この<b>（　）</b>はアイロンが 必要[ひつよう]だ。,[sound:90c8747901390a7cf648c9fbc705bef7.mp3],"<img src=""056993259e3b1c121863cf7f41c30c9c.jpg"" />",Core 2000 Step 07 - 113,1313,1026,716,
遅れる,遅[おく]れる,おくれる,be late,[sound:aa8f847ac8b1828608f3445710d8ebcc.mp3],Verb,,今朝彼女は学校に<b>遅れました</b>。,今朝彼女[けさ かのじょ]は 学校[がっこう]に<b> 遅[おく]れました</b>。,けさ かのじょ は がっこう に <b>おくれました</b>,She was late for school this morning.,今朝彼女[けさ かのじょ]は 学校[がっこう]に<b>（　）</b>。,[sound:02788c47a931e4c698ebde3207ce61b4.mp3],"<img src=""d19e635f8fbcfe983f967b0075ccfe41.jpg"" />",Core 2000 Step 04 - 197,797,1027,962,
開始,開始[かいし],かいし,beginning,[sound:e3df34ba3681f5edb7d7edfb700dc8bb.mp3],Verbal Noun,,運動会は9時<b>開始</b>です。,運動会[うんどうかい]は 9時[くじ]<b> 開始[かいし]</b>です。,うんどうかい は くじ <b>かいし</b> です,The athletic meet begins at nine o'clock.,運動会[うんどうかい]は 9時[くじ]<b>（　）</b>です。,[sound:a8486f5ddff6be4c9a14834b005d6a0a.mp3],"<img src=""1979c47835e08125818208f2cddab922.jpg"" />",Core 2000 Step 03 - 113,513,1028,787,
始めに,始[はじ]めに,はじめに,"in the beginning, early in",[sound:db644e2cc455fa76fea53d505cdbbdee.mp3],Adverb,,<b>始めに</b>スープが出ます。,<b> 始[はじ]めに</b>スープが 出[で]ます。,<b>はじめに</b> すーぷ が でます,Soup is served first.,<b>（　）</b>スープが 出[で]ます。,[sound:d9aa58c8dd2c1f92e5ae30b31c40c59d.mp3],"<img src=""69d2653ef94d058402c480f94b0c38fc.jpg"" />",Core 2000 Step 10 - 196,1996,1029,793,
現在,現在[げんざい],げんざい,"the present, present time",[sound:488c0f47465f70b4c6604ba7bd65b05a.mp3],Noun,,<b>現在</b>の気温は30度です。,<b> 現在[げんざい]</b>の 気温[きおん]は 30度[さんじゅうど]です。,<b>げんざい</b> の きおん は さんじゅうど です,The current temperature is 30 degrees.,<b>（　）</b>の 気温[きおん]は 30度[さんじゅうど]です。,[sound:bdd3f17c2490ff95caed1adb69be123c.mp3],"<img src=""93603f22691f5f30fd00cd8dd55c39f1.jpg"" />",Core 2000 Step 03 - 007,407,1030,796,leech
ナイフ,ナイフ,ナイフ,knife,[sound:133f40c2938b29b0612d5c4a176e7545.mp3],Noun,,<b>ナイフ</b>で手を切った。,<b>ナイフ</b>で 手[て]を 切[き]った。,<b>ないふ</b> で て を きった,I cut my hand with a knife.,<b>（　）</b>で 手[て]を 切[き]った。,[sound:c772095af6f9906a12823382588ed25a.mp3],"<img src=""397fa42d47085901bdfc129cd63513e1.jpg"" />",Core 2000 Step 07 - 114,1314,1031,734,
実現,実現[じつげん],じつげん,"realize (make happen, come true)",[sound:54fbcb09bf04e35ca5364edf3f0cedae.mp3],Verbal Noun,,夢を<b>実現</b>するには努力が必要です。,夢[ゆめ]を<b> 実現[じつげん]</b>するには 努力[どりょく]が 必要[ひつよう]です。,ゆめ を <b>じつげん</b> する に は どりょく が ひつよう です,You need to make an effort to make your dreams come true.,夢[ゆめ]を<b>（　）</b>するには 努力[どりょく]が 必要[ひつよう]です。,[sound:aba6ea7e6143de3a8bdb5bd7e7b02a8d.mp3],"<img src=""023cb16932046c9dc7737423eaffe20d.jpg"" />",Core 2000 Step 03 - 064,464,1032,1531,leech
実施,実施[じっし],じっし,putting into action,[sound:0a35373a3630af2e73d3d8105fb4d627.mp3],Verbal Noun,,現在、スペシャルキャンペーンを<b>実施</b>中です。,現在[げんざい]、スペシャルキャンペーンを<b> 実施[じっし]</b> 中[ちゅう]です。,げんざい すぺしゃるきゃんぺーん を <b>じっし</b>ちゅう です,A special campaign is now under way.,現在[げんざい]、スペシャルキャンペーンを<b>（　）</b> 中[ちゅう]です。,[sound:cd1bcef205703379a3cac6bce8cbb16f.mp3],"<img src=""a85cc8063f1f396c62ce89b509a982ac.jpg"" />",Core 2000 Step 03 - 112,512,1033,797,leech
事実,事実[じじつ],じじつ,"fact, truth",[sound:f23ac93aada78ef507da26aca9f591f1.mp3],Noun,,それは全て<b>事実</b>ですか。,それは 全[すべ]て<b> 事実[じじつ]</b>ですか。,それ は すべて <b>じじつ</b> です か,Is it all true?,それは 全[すべ]て<b>（　）</b>ですか。,[sound:9726ef95f06681bdcf7d189cee03f1b5.mp3],"<img src=""eb44889ad68b0fb3b62c11f00655f839.jpg"" />",Core 2000 Step 03 - 153,553,1034,798,leech
実行,実行[じっこう],じっこう,execution,[sound:28e95fcea273f7b19f3387e8e497561e.mp3],Verbal Noun,,彼はその計画を<b>実行</b>した。,彼[かれ]はその 計画[けいかく]を<b> 実行[じっこう]</b>した。,かれ は その けいかく を <b>じっこう</b> した,He executed the plan.,彼[かれ]はその 計画[けいかく]を<b>（　）</b>した。,[sound:e020e83043b367eb15fd2ea6fd883ca5.mp3],"<img src=""1e848bf392d1ca6331931da12c7c6aed.jpg"" />",Core 2000 Step 04 - 029,629,1035,952,leech
バイク,バイク,バイク,"motorbike, motor cycle",[sound:798123bb4c9e38edfab9c18e2105b469.mp3],Noun,,兄は<b>バイク</b>が大好きです。,兄[あに]は<b>バイク</b>が 大好[だいす]きです。,あに は <b>ばいく</b> が だいすき です,My older brother loves motorcycles.,兄[あに]は<b>（　）</b>が 大好[だいす]きです。,[sound:fea55533eb4c43092e0f1fdb08ddabbe.mp3],"<img src=""eeadf6e84785390edc8e97b60b860af2.jpg"" />",Core 2000 Step 07 - 118,1318,1036,924,
実験,実験[じっけん],じっけん,experiment,[sound:e505d9bd9bebfb8976569ddd3792783d.mp3],Verbal Noun,,科学の授業で<b>実験</b>をした。,科学[かがく]の 授業[じゅぎょう]で<b> 実験[じっけん]</b>をした。,かがく の じゅぎょう で <b>じっけん</b> を した,We did an experiment in science class.,科学[かがく]の 授業[じゅぎょう]で<b>（　）</b>をした。,[sound:dd0ac8c1760579724e16a87eaeac575c.mp3],"<img src=""cfde3dc5a537cc58a13233a1c98c4ad8.jpg"">",Core 2000 Step 04 - 120,720,1037,1654,leech
通過,通過[つうか],つうか,pass (not stop),[sound:dd5ee46cf46efda71676f0db828f9bdb.mp3],Verbal Noun,,次の駅は<b>通過</b>します。,次[つぎ]の 駅[えき]は<b> 通過[つうか]</b>します。,つぎ の えき は <b>つうか</b> します,This train will not stop at the next station.,次[つぎ]の 駅[えき]は<b>（　）</b>します。,[sound:dfff22d8d1d92d291bc08c527edd23db.mp3],"<img src=""73276989f439724ad13cd8d9925aa95c.jpg"" />",Core 2000 Step 04 - 104,704,1038,799,leech
過ぎる,過[す]ぎる,すぎる,pass by,[sound:364acc398f32ab83d453ae15b2478e56.mp3],Verb,,時が<b>過ぎる</b>のは速い。,時[とき]が<b> 過[す]ぎる</b>のは 速[はや]い。,とき が <b>すぎる</b> の は はやい 。,Time passes quickly.,時[とき]が<b>（　）</b>のは 速[はや]い。,[sound:67fa4b05ccd3ad961c2aeb194331c17b.mp3],"<img src=""80541dc1e9a623d5bada330de114e86e.jpg"" />",Core 2000 Step 05 - 018,818,1039,800,leech
昼過ぎ,昼過[ひるす]ぎ,ひるすぎ,early afternoon,[sound:3e27d27ec31f1b09afed68f2985640f0.mp3],Noun,,彼は<b>昼過ぎ</b>に来ます。,彼[かれ]は<b> 昼過[ひるす]ぎ</b>に 来[き]ます。,かれ は <b>ひるすぎ</b> に きます,He'll come after lunch.,彼[かれ]は<b>（　）</b>に 来[き]ます。,[sound:62255b011f512711fbb48c4c28875fbd.mp3],"<img src=""a4f26137171832b9e976569f2de26dc4.jpg"" />",Core 2000 Step 10 - 142,1942,1040,1029,
